treeID,Z,npoints,convhull_area,area,perimeter
7527,12.42,7,0.723,0.723399999929825,3.55532355460237
7528,12.42,7,1.038,1.03830000001471,4.87159411687838
7529,12.42,47,9.408,9.40844999998808,12.2923447605284
7530,12.42,12,2.785,2.78525000001537,7.16946157527587
7532,12.42,7,0.471,0.470850000005157,3.31591734525279
7533,12.41,12,0.856,0.856399999989662,3.76932205440867
7534,12.41,7,5.311,5.31085000024177,21.2766579756754
7535,12.41,151,120.565,120.564700000919,49.2428201120873
7536,12.41,34,3.133,3.13294999999925,9.53342640651139
7537,12.41,11,1.382,1.38235000002896,5.71523464346614
7538,12.41,12,1.483,1.4829000000027,5.1338195042812
7540,12.41,25,3.798,3.7981499999878,7.62473668756845
7541,12.41,8,0.972,0.972399999998743,3.91587695559928
7543,12.4,4,0.214,0.214149999956135,2.21448678666445
7545,12.4,10,0.781,0.781499999968219,3.58332319777022
7546,12.4,27,3.495,3.49475000004168,7.52442563608963
7547,12.4,5,0.172,0.171949999959907,2.29924524092996
7548,12.4,23,3.339,3.33860000010463,7.21812225363069
7549,12.4,8,0.684,0.683750000025611,4.13247091373619
7550,12.4,9,0.676,0.676200000132667,3.22976809670002
7551,12.4,11,1.95,1.94954999990296,6.70116346301923
7552,12.4,10,0.52,0.520250000001397,3.5068761608779
